rank,company,domain,industry,revenue_usd,employees,city,state,careers_url,ats,ats_url,tier_recommendation,confidence
1,Amazon,amazon.com,Technology,716900000000,1556000,Seattle,Washington,https://www.amazon.jobs/en/,custom,,tier2_llm_http,medium
2,Walmart,walmart.com,Retail & Consumer Goods,713200000000,2100000,Bentonville,Arkansas,https://careers.walmart.com/us/en/home,custom,,tier2_llm_http,medium
3,UnitedHealth,unitedhealthgroup.com,Healthcare & Pharma,447600000000,400000,Eden Prairie,Minnesota,https://www.unitedhealthgroup.com/careers/en/work.html,taleo,https://uhg.taleo.net/careersection/10000/mysubmissions.ftl?lang=en&_ga=2.23846650.1771508559.1675694409-1290630793.1650297848,tier1_ats,high
4,Apple,apple.com,Technology,416200000000,164000,Cupertino,California,https://www.apple.com/careers/us/,custom,,tier2_llm_http,medium
5,Alphabet,abc.xyz,Technology,402800000000,183323,Mountain View,California,https://www.google.com/about/careers/applications/,custom,,tier2_llm_http,medium
6,CVS Health,cvshealth.com,Healthcare & Pharma,402100000000,259500,Woonsocket,Rhode Island,https://jobs.cvshealth.com/us/en,phenom,,tier1_ats,medium
7,McKesson,mckesson.com,Healthcare & Pharma,387100000000,48000,Irving,Texas,https://careers.mckesson.com/en?utm_source=www.mckesson.com&utm_medium=referral&utm_campaign=redirect,talentbrew,https://tbcdn.talentbrew.com/company/733/css/58249-GST.css,tier1_ats,high
8,Berkshire Hathaway,berkshirehathaway.com,Insurance,377000000000,392400,Omaha,Nebraska,https://bhhc.com/careers-at-bhhc/,custom,,tier2_llm_http,medium
9,Exxon Mobil,exxonmobil.com,Energy & Utilities,332200000000,60900,Spring,Texas,https://corporate.exxonmobil.com/careers,custom,,tier2_llm_http,medium
10,Cencora,cencora.com,Healthcare & Pharma,321300000000,44000,Conshohocken,Pennsylvania,https://careers.cencora.com/us/en,phenom,,tier1_ats,medium
11,Microsoft,microsoft.com,Technology,293800000000,228000,Redmond,Washington,https://careers.microsoft.com/v2/global/en/home.html,custom,,tier2_llm_http,medium
12,Costco,costco.com,Retail & Consumer Goods,275200000000,333000,Issaquah,Washington,https://www.costco.com/f/-/careers,custom_js_only,,tier3_llm_browser,low
13,Cigna,thecignagroup.com,Healthcare & Pharma,268100000000,72398,Bloomfield,Connecticut,https://cigna.wd5.myworkdayjobs.com/cignacareers,workday,https://cigna.wd5.myworkdayjobs.com/cignacareers,tier1_ats,medium
14,Cardinal Health,cardinalhealth.com,Healthcare & Pharma,234300000000,48411,Dublin,Ohio,https://jobs.cardinalhealth.com,custom,,tier2_llm_http,medium
15,Elevance Health,elevancehealth.com,Healthcare & Pharma,194800000000,103679,Indianapolis,Indiana,https://careers.elevancehealth.com,paradox,https://cdn.sites.paradox.ai/common-libraries/font-awesome/css/all.css,tier3_llm_browser,high
16,Ford Motor,ford.com,Manufacturing & Industrial,189600000000,171000,Dearborn,Michigan,https://www.careers.ford.com/,talentbrew,https://tbcdn.talentbrew.com/company/48560/v1/third-party/fancybox/fancybox.css,tier1_ats,high
17,Meta,meta.com,Technology,189500000000,74067,Menlo Park,California,https://www.meta.com,workday,https://www.meta.com,tier1_ats,medium
18,Chevron,chevron.com,Energy & Utilities,188700000000,45298,Houston,Texas,https://careers.chevron.com/,talentbrew,https://tbcdn.talentbrew.com/company/27552/v2_0/css/jquery-fancybox-min.css,tier1_ats,high
19,General Motors,gm.com,Manufacturing & Industrial,187400000000,162000,Detroit,Michigan,https://search-careers.gm.com/en/,beamery,https://flows.beamery.com/generalmotors/talcom/0,tier3_llm_browser,high
20,Nvidia,nvidia.com,Technology,187100000000,36000,Santa Clara,California,https://jobs.nvidia.com/careers,workday,"https://nvidia.wd5.myworkdayjobs.com/NVIDIAExternalCareerSite/login&#34;,",tier1_ats,low
21,Centene,centene.com,Healthcare & Pharma,167700000000,60500,St. Louis,Missouri,https://jobs.centene.com/us/en,workday,https://centene.wd5.myworkdayjobs.com/centene_external,tier1_ats,high
22,JPMorgan Chase,jpmorganchase.com,Banking & Financial Services,167200000000,317233,New York,New York,https://www.jpmorganchase.com/careers,oracle_recruiting,https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/requisitions,tier1_ats,medium
23,Home Depot,homedepot.com,Retail & Consumer Goods,166200000000,470100,Atlanta,Georgia,https://careers.homedepot.com,brassring,https://sjobs.brassring.com/TGnewUI/Search/Home/Home?partnerid=25526&amp;siteid=5032,tier1_ats,high
24,Walgreens,walgreensbootsalliance.com,Other,154600000000,252500,Deerfield,Illinois,https://jobs.walgreens.com/en,talentbrew,https://tbcdn.talentbrew.com/company/27552/v2_0/css/jquery-fancybox-min.css,tier1_ats,high
25,Fannie Mae,fanniemae.com,Banking & Financial Services,152700000000,8200,Washington,District Of Columbia,https://www.fanniemae.com/careers,custom,,tier2_llm_http,medium
26,Kroger,thekrogerco.com,Other,147200000000,409000,Cincinnati,Ohio,https://www.krogerfamilycareers.com/en/sites/CX_2001,oracle_recruiting,https://eluq.fa.us2.oraclecloud.com:443/hcmRestApi/CandidateExperience/siteFavicon/favicon-16x16.png?siteNumber=CX_2001&size=16x16,tier1_ats,medium
27,Verizon,verizon.com,Telecom & Media,137500000000,99600,New York,New York,https://mycareer.verizon.com/jobs/,workday,https://verizon.wd12.myworkdayjobs.com/verizon-careers/userHome,tier1_ats,medium
28,Marathon Petroleum,marathonpetroleum.com,Energy & Utilities,133600000000,18300,Findlay,Ohio,https://www.marathonpetroleum.com/jobs/,workday,https://mpc.wd1.myworkdayjobs.com/MPCCareers,tier1_ats,high
29,Phillips 66,phillips66.com,Energy & Utilities,132000000000,13200,Houston,Texas,https://www.phillips66.com/careers/,custom,,tier2_llm_http,medium
30,StoneX,stonex.com,Banking & Financial Services,130900000000,4500,New York,New York,https://www.stonex.com/en/about/careers/,custom,,tier2_llm_http,medium
31,Humana,humana.com,Healthcare & Pharma,126400000000,65680,Louisville,Kentucky,https://careers.humana.com/us/en,phenom,,tier1_ats,medium
32,AT&T,att.com,Telecom & Media,124500000000,140990,Dallas,Texas,https://www.att.jobs/,talentbrew,https://tbcdn.talentbrew.com/company/117/css/62342-GST.css,tier1_ats,high
33,Comcast,comcast.com,Telecom & Media,123300000000,182000,Philadelphia,Pennsylvania,https://jobs.comcast.com,talentbrew,https://tbcdn.talentbrew.com/company/45483/css/61080-GST.css,tier1_ats,high
34,State Farm,statefarm.com,Insurance,123000000000,67381,Bloomington,Illinois,https://www.statefarm.com/careers,icims,https://careers-statefarm.icims.com/connect/login?redirect=welcome,tier1_ats,high
35,Freddie Mac,freddiemac.com,Banking & Financial Services,122100000000,8090,McLean,Virginia,https://careers.freddiemac.com/us/en,phenom,,tier1_ats,medium
36,Valero Energy,valero.com,Energy & Utilities,116600000000,9910,San Antonio,Texas,https://www.valero.com/careers,taleo,https://valero.taleo.net/careersection/2/jobsearch.ftl?lang=en,tier4_custom_build,high
37,Target,target.com,Retail & Consumer Goods,105200000000,440000,Minneapolis,Minnesota,https://corporate.target.com/careers,workday,https://target.wd5.myworkdayjobs.com/targetcareers/login?redirect=%2Ftargetcareers%2FuserHome,tier1_ats,high
38,Dell Technologies,delltechnologies.com,Technology,104100000000,108000,Round Rock,Texas,https://iawmqy.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/careers,oracle_recruiting,https://iawmqy.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/careers,tier1_ats,high
39,Bank of America,bankofamerica.com,Banking & Financial Services,101500000000,213193,Charlotte,North Carolina,https://careers.bankofamerica.com/en-us,workday,https://ghr.wd1.myworkdayjobs.com/en-us/lateral-us/login,tier1_ats,high
40,Tesla,tesla.com,Manufacturing & Industrial,95600000000,125665,Austin,Texas,,custom,,tier2_llm_http,low
41,Walt Disney,thewaltdisneycompany.com,Telecom & Media,94400000000,205040,Burbank,California,https://thewaltdisneycompany.com/,custom,,tier2_llm_http,medium
42,PepsiCo,pepsico.com,Retail & Consumer Goods,92400000000,319000,Purchase,New York,https://www.pepsicojobs.com/main/,paradox,https://pepsi.paradox.ai/,tier3_llm_browser,medium
43,Johnson & Johnson,jnj.com,Healthcare & Pharma,92200000000,138100,New Brunswick,New Jersey,https://www.careers.jnj.com/en/,workday,https://jj.wd5.myworkdayjobs.com/JJ/login/,tier1_ats,high
44,UPS,ups.com,Transportation & Logistics,89500000000,372180,Atlanta,Georgia,,custom,,tier2_llm_http,low
45,FedEx,fedex.com,Transportation & Logistics,88600000000,422100,Memphis,Tennessee,https://careers.fedex.com:443/,paradox,https://cdn.sites.fedex.paradox.ai/common-libraries/font-awesome-4.7.0/css/font-awesome.min.css,tier3_llm_browser,medium
46,RTX,rtx.com,Manufacturing & Industrial,86000000000,186000,Arlington,Virginia,https://www.rtx.com/collinsaerospace/who-we-are/lang/fr/canada/careers,custom,,tier2_llm_http,medium
47,Progressive,progressive.com,Insurance,85200000000,66308,Mayfield Village,Ohio,https://careers.progressive.com,jobvite,https://apply.app.jobvite.com/assets/app/apply.js,tier4_custom_build,medium
48,Procter & Gamble,pginvestor.com,Retail & Consumer Goods,84900000000,108000,Cincinnati,Ohio,https://www.pgcareers.com/eu/en,phenom,,tier1_ats,medium
49,Lowe's,lowes.com,Retail & Consumer Goods,84300000000,215500,Mooresville,North Carolina,https://talent.lowes.com/us/en,phenom,,tier1_ats,medium
50,Archer Daniels Midland,adm.com,Retail & Consumer Goods,83200000000,43213,Chicago,Illinois,https://www.adm.com/careers/,brassring,https://sjobs.brassring.com/TGnewUI/Search/Home/Home?partnerid=25416&siteid=5998#home,tier1_ats,high
51,Sysco,sysco.com,Other,82000000000,76000,Houston,Texas,https://careers.sysco.com/en,talentbrew,https://tbcdn.talentbrew.com/company/1105/gst_v1_0/css/fancybox.css,tier1_ats,high
52,Albertsons,albertsonscompanies.com,Other,81400000000,196650,Boise,Idaho,https://eofd.fa.us6.oraclecloud.com:443/hcmUI/CandidateExperience/en/sites/CX_1001,oracle_recruiting,https://eofd.fa.us6.oraclecloud.com:443/hcmUI/CandidateExperience/en/sites/CX_1001,tier1_ats,high
53,Boeing,boeing.com,Manufacturing & Industrial,80800000000,172000,Arlington,Virginia,https://jobs.boeing.com,talentbrew,https://tbcdn.talentbrew.com/company/185/css/58479-GST.css,tier1_ats,high
54,Energy Transfer,energytransfer.com,Other,79800000000,16248,Dallas,Texas,https://www.energytransfer.com/careers,custom,,tier2_llm_http,medium
55,Wells Fargo,wellsfargo.com,Banking & Financial Services,79100000000,217502,San Francisco,California,https://www.wellsfargo.com/cib/careers/,custom,,tier2_llm_http,medium
56,Citi,citigroup.com,Banking & Financial Services,75400000000,227855,New York,New York,https://jobs.citi.com/,talentbrew,https://tbcdn.talentbrew.com/company/287/css/64988-GST.css,tier1_ats,high
57,HCA Healthcare,hcahealthcare.com,Healthcare & Pharma,74400000000,271000,Nashville,Tennessee,,custom_js_only,,tier3_llm_browser,low
58,Lockheed Martin,lockheedmartin.com,Manufacturing & Industrial,73400000000,121000,Bethesda,Maryland,https://www.lockheedmartin.com/fr-ca/articles-dinteret/emploi-de-reve-formation.html,brassring,https://sjobs.brassring.com/TGnewUI/Search/Home/Home?partnerid=25037&siteid=5014&pk_vid=b6c27996c05b2c151732641010904953#home,tier1_ats,high
59,MetLife,metlife.com,Insurance,71900000000,45000,New York,New York,https://www.metlifecareers.com/en_US/ml,avature,https://metlife.avature.net/eventlisting,tier1_ats,high
60,Morgan Stanley,morganstanley.com,Banking & Financial Services,68500000000,80478,New York,New York,https://www.morganstanley.com/people,eightfold,,tier1_ats,high
61,Allstate,allstate.com,Insurance,66900000000,55200,Northbrook,Illinois,https://www.allstatecorporation.com/careers.aspx,workday,https://allstate.wd5.myworkdayjobs.com/allstate_careers/login,tier1_ats,high
62,IBM,ibm.com,Technology,65400000000,284500,Armonk,New York,https://www.ibm.com/careers,custom,,tier2_llm_http,medium
63,American Express,americanexpress.com,Banking & Financial Services,65300000000,75100,New York,New York,https://www.americanexpress.com/en-us/careers/,oracle_recruiting,https://egug.fa.us2.oraclecloud.com/,tier1_ats,medium
64,Caterpillar,caterpillar.com,Manufacturing & Industrial,64700000000,112900,Irving,Texas,https://careers.caterpillar.com/en/,beamery,https://flows.beamery.com/caterpillarinc/talcom,tier3_llm_browser,high
65,Merck,merck.com,Healthcare & Pharma,64200000000,74000,Rahway,New Jersey,https://msd.wd5.myworkdayjobs.com/SearchJobs/login,workday,https://msd.wd5.myworkdayjobs.com/SearchJobs/login,tier1_ats,medium
66,Delta Airlines,delta.com,Transportation & Logistics,62900000000,103000,Atlanta,Georgia,https://www.delta.com/us/en/careers/overview,avature,https://delta.avature.net/careers,tier4_custom_build,high
67,Pfizer,pfizer.com,Healthcare & Pharma,62800000000,81000,New York,New York,https://www.pfizer.com/about/careers?langcode=ko,workday,,tier1_ats,low
68,New York Life Insurance,newyorklife.com,Insurance,62600000000,15131,New York,New York,https://www.newyorklife.com/careers,eightfold,,tier1_ats,high
69,Performance Food,pfgc.com,Other,61600000000,36815,Richmond,Virginia,https://pfgc.com/careers,brassring,https://sjobs.brassring.com/TGnewUI/Search/Home/Home?partnerid=26350&amp;siteid=6930,tier1_ats,high
70,ConocoPhillips,conocophillips.com,Energy & Utilities,61300000000,11800,Houston,Texas,https://careers.conocophillips.com/,workday,https://conocophillips.wd1.myworkdayjobs.com/External/,tier1_ats,high
71,Oracle,oracle.com,Technology,61000000000,159000,Austin,Texas,https://www.oracle.com/careers/,oracle_recruiting,https://www.oracle.com/careers/,tier1_ats,high
72,TD Synnex,tdsynnex.com,Technology,61000000000,25750,Fremont,California,https://careers.tdsynnex.com/us/en,phenom,,tier1_ats,medium
73,Publix Super Markets,publix.com,Other,60200000000,255000,Lakeland,Florida,https://www.publix.com/careers,brassring,https://sjobs.brassring.com/TGNewUI/Search/Home/Home?partnerid=26173&siteid=5197#home,tier1_ats,high
74,Broadcom,broadcom.com,Technology,59900000000,37000,Palo Alto,California,https://www.broadcom.com/company/careers,workday,https://broadcom.wd1.myworkdayjobs.com/External_Career,tier1_ats,high
75,AbbVie,abbvie.com,Healthcare & Pharma,59600000000,55000,North Chicago,Illinois,https://www.abbvie.com/join-us.html,custom,,tier2_llm_http,medium
76,Eli Lilly,lilly.com,Healthcare & Pharma,59400000000,47000,Indianapolis,Indiana,https://careers.lilly.com/us/en,phenom,,tier1_ats,medium
77,TJX,tjx.com,Retail & Consumer Goods,59000000000,364000,Framingham,Massachusetts,https://jobs.tjx.com/global/en,phenom,,tier1_ats,medium
78,Nationwide,nationwide.com,Insurance,58600000000,22453,Columbus,Ohio,https://www.nationwide.com/personal/about-us/careers/,custom,,tier2_llm_http,medium
79,United Airlines,united.com,Transportation & Logistics,58400000000,107300,Chicago,Illinois,https://careers.united.com/us/en,phenom,,tier1_ats,low
80,Cisco Systems,cisco.com,Other,57700000000,90400,San Jose,California,https://www.cisco.com/careers/,phenom,https://careers.cisco.com/global/en/home,tier1_ats,medium
81,Prudential Financial,prudential.com,Insurance,57600000000,37936,Newark,New Jersey,https://jobs.prudential.com/,workday,https://pru.wd5.myworkdayjobs.com/Careers/login?redirect=%2FCareers%2FuserHome,tier1_ats,high
82,Goldman Sachs,goldmansachs.com,Banking & Financial Services,57300000000,46500,New York,New York,https://www.goldmansachs.com/careers,custom,,tier2_llm_http,medium
83,HP,hp.com,Technology,55300000000,58000,Palo Alto,California,https://jobs.hp.com/,eightfold,https://hp-sandbox.eightfold.ai/careers/join?domain=hp-sandbox.com,tier1_ats,high
84,Charter Communications,charter.com,Telecom & Media,55100000000,94500,Stamford,Connecticut,,custom,,tier2_llm_http,low
85,Tyson Foods,tysonfoods.com,Retail & Consumer Goods,54400000000,138000,Springdale,Arkansas,https://www.tysonfoods.com/careers,workday,https://tysonfoods.wd5.myworkdayjobs.com/TSN,tier1_ats,high
86,American Airlines,aa.com,Transportation & Logistics,54300000000,133300,Fort Worth,Texas,https://jobs.aa.com?utm_source=careersite,successfactors,https://performancemanager4.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,tier4_custom_build,medium
87,Intel,intel.com,Technology,53400000000,108900,Santa Clara,California,https://intel.wd1.myworkdayjobs.com/External/page/6042070b79e01001f04fa9b468070000,workday,https://intel.wd1.myworkdayjobs.com/External/page/6042070b79e01001f04fa9b468070000,tier1_ats,high
88,Enterprise Products Partners,enterpriseproducts.com,Other,53000000000,7800,Houston,Texas,https://enterpriseproducts.com/careers/,taleo,https://epco.taleo.net/careersection/it/jobsearch.ftl?lang=en&amp;radiusType=M&amp;searchExpanded=false&amp;radius=1&amp;jobfield=4501372523&amp;jobfield=4401372523&amp;jobfield=4301372523&amp;jobfield=101372523&amp;jobfield=4201372523,tier1_ats,high
89,General Dynamics,gd.com,Manufacturing & Industrial,51500000000,117000,Reston,Virginia,https://www.gd.com/careers,custom,,tier2_llm_http,medium
90,Ingram Micro,ingrammicro.com,Technology,51000000000,26125,Irvine,California,https://careers.ingrammicro.com/en/,workday,https://ingrammicro.wd5.myworkdayjobs.com/en-US/IngramMicro/introduceYourself,tier1_ats,high
91,Liberty Mutual Insurance,libertymutual.com,Insurance,50400000000,40000,Boston,Massachusetts,https://www.libertymutualgroup.com/about-lm/careers/overview,custom,,tier2_llm_http,low
92,Uber,uber.com,Technology,49600000000,31100,San Francisco,California,https://jobs.uber.com/en/,beamery,https://flows.beamery.com/uber/join-our-talent-community,tier3_llm_browser,high
93,USAA,usaa.com,Insurance,48600000000,38018,San Antonio,Texas,https://www.usaa.com/careers?akredirect=true,custom,,tier2_llm_http,low
94,Travelers,travelers.com,Insurance,48400000000,34000,New York,New York,https://careers.travelers.com/,workday,https://travelers.wd5.myworkdayjobs.com/External,tier1_ats,high
95,Bristol-Myers Squibb,bms.com,Healthcare & Pharma,48000000000,34100,Princeton,New Jersey,https://careers.bms.com,workday,https://bristolmyerssquibb.wd5.myworkdayjobs.com/en-US/BMS/login,tier1_ats,high
96,Coca-Cola,coca-colacompany.com,Retail & Consumer Goods,47700000000,69700,Atlanta,Georgia,https://www.coca-colacompany.com/careers,workday,https://coke.wd1.myworkdayjobs.com/en-US/coca-cola-careers/introduceYourself?source=Client%20to%20define,tier1_ats,high
97,TIAA,tiaa.org,Insurance,46900000000,15623,New York,New York,https://careers.tiaa.org:443/,workday,https://tiaa.wd1.myworkdayjobs.com/en-US/Search/introduceYourself,tier1_ats,high
98,Plains GP,plains.com,Other,46900000000,4200,Houston,Texas,https://www.plains.com/careers,workday,https://plains.wd1.myworkdayjobs.com/plains\,tier1_ats,low
99,Nike,nike.com,Retail & Consumer Goods,46400000000,79400,Beaverton,Oregon,https://careers.nike.com/,paradox,https://cdn.sites.paradox.ai/media-assets/careers.nike.com/favicon.ico,tier3_llm_browser,high
100,Deere,deere.com,Manufacturing & Industrial,45700000000,55524,Moline,Illinois,https://about.deere.com/en-us/careers/,custom,,tier2_llm_http,medium
101,Qualcomm,qualcomm.com,Technology,44300000000,49000,San Diego,California,https://www.qualcomm.com/company/careers,eightfold,https://eightfold.ai/,tier1_ats,high
102,General Electric,ge.com,Manufacturing & Industrial,44000000000,53000,Evendale,Ohio,https://www.geaerospace.com/company/careers,custom,,tier2_llm_http,medium
103,Abbott Laboratories,abbott.com,Healthcare & Pharma,43800000000,114000,Abbott Park,Illinois,https://www.abbott.com/en-us/careers,workday,https://abbott.wd5.myworkdayjobs.com/abbottcareers/login,tier1_ats,high
104,Thermo Fisher Scientific,thermofisher.com,Other,43700000000,125000,Waltham,Massachusetts,https://jobs.thermofisher.com/global/en,brassring,https://sjobs.brassring.com/TGnewUI/Search/Home/Home?partnerid=25196&siteid=5146,tier1_ats,high
105,Netflix,netflix.com,Telecom & Media,43400000000,14000,Los Gatos,California,https://www.netflix.com/NotFound?prev=https%3A%2F%2Fwww.netflix.com%2Fcareers,custom,,tier2_llm_http,medium
106,Mass Mutual,massmutual.com,Insurance,43100000000,11192,Springfield,Massachusetts,https://www.massmutual.com/about-us/careers,custom,,tier2_llm_http,low
107,Molina Healthcare,molinahealthcare.com,Healthcare & Pharma,42800000000,18000,Long Beach,California,https://careers.molinahealthcare.com,talentbrew,https://tbcdn.talentbrew.com/company/21726/css/64188-GST.css,tier1_ats,high
108,Dollar General,dollargeneral.com,Retail & Consumer Goods,42100000000,194200,Goodlettsville,Tennessee,https://careers.dollargeneral.com,icims,https://cookie-policy-scripts.icims.com/dollargeneral/careers.dollargeneral.com/script.js,tier1_ats,medium
109,Best Buy,bestbuy.com,Retail & Consumer Goods,41800000000,85000,Richfield,Minnesota,https://careers.bestbuy.com/bby,custom,,tier2_llm_http,medium
110,Northwestern Mutual,northwesternmutual.com,Insurance,41400000000,8249,Milwaukee,Wisconsin,https://www.northwesternmutual.com/careers/,icims,https://opportunities-northwesternmutual.icims.com/jobs/2952/connect-with-a-recruiter/login\,tier1_ats,low
111,Northrop Grumman,northropgrumman.com,Manufacturing & Industrial,40900000000,97000,Falls Church,Virginia,https://www.northropgrumman.com/careers,eightfold,https://ngc.eightfold.ai/careerhub,tier1_ats,high
112,Dow,dow.com,Manufacturing & Industrial,40900000000,36000,Midland,Michigan,https://jobs.dow.com,custom,,tier2_llm_http,medium
113,Honeywell,honeywell.com,Manufacturing & Industrial,40700000000,102000,Charlotte,North Carolina,https://careers.honeywell.com/en/sites/Honeywell,oracle_recruiting,https://ibqbjb.fa.ocs.oraclecloud.com:443/hcmRestApi/CandidateExperience/siteFavicon/favicon-16x16.png?siteNumber=CX_1&size=16x16,tier1_ats,medium
114,Salesforce,salesforce.com,Technology,40300000000,76453,San Francisco,California,https://www.salesforce.com/jp/company/careers/jobs/,workday,,tier1_ats,high
115,Visa,visa.com,Banking & Financial Services,40000000000,31600,San Francisco,California,https://corporate.visa.com/en/careers.html,workday,https://visa.wd5.myworkdayjobs.com/Visa,tier1_ats,high
116,Philip Morris,pmi.com,Retail & Consumer Goods,40000000000,83100,Stamford,Connecticut,https://www.pmi.com/careers/overview,custom,,tier2_llm_http,medium
117,CBRE,cbre.com,Other,39300000000,140000,Dallas,Texas,https://www.cbre.com/careers,custom,,tier2_llm_http,medium
118,CHS,chsinc.com,Retail & Consumer Goods,39300000000,10730,Inver Grove Heights,Minnesota,https://career4.successfactors.com/career?company=CHSProd&site=&lang=en_US&requestParams=&navBarLevel=MY%5fPROFILE&_s.crb=%2b2xH2k2X4LkfszQG3KK1MifBokNRO7d%2fkLfK6SrI504%3d,successfactors,https://career4.successfactors.com/career?company=CHSProd&site=&lang=en_US&requestParams=&navBarLevel=MY%5fPROFILE&_s.crb=%2b2xH2k2X4LkfszQG3KK1MifBokNRO7d%2fkLfK6SrI504%3d,tier3_llm_browser,high
119,US Foods,usfoods.com,Other,39100000000,30000,Rosemont,Illinois,https://careers.usfoods.com/us/en,phenom,,tier1_ats,medium
